shipment_id,vessel_imo,vessel_name,vessel_type,origin_port,origin_name,origin_country,dest_port,dest_name,material_code,material_name,material_category,quantity,unit,departure_dt,eta_planned,eta_actual,delay_hours,berth_start,unloading_end,customs_clear,factory_arrival,status,distance_nm,voyage_hours,berth_wait_hours,customs_hours,inland_hours,snapshot_date
SH-1065,IMO9800006,DONGBANG EXPRESS,컨테이너선,VNHPH,하이퐁항 (Hai Phong),VN,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,1473,톤,2025-03-11 11:10,2025-03-14 18:35,2025-03-14 18:35,0,2025-03-14 19:35,2025-03-15 02:57,2025-03-16 02:09,2025-03-16 02:54,하역중,1350,79.4,1,23.2,0.8,2025-03-15
SH-1066,IMO9800007,WEST SEA PRIDE,벌크선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),RM-CPR-01,전해동판 (Copper Cathode),비철금속,103,톤,2025-03-13 12:52,2025-03-15 00:25,2025-03-15 04:25,4,2025-03-15 12:25,2025-03-15 16:25,2025-03-16 04:44,2025-03-16 05:58,통관중,480,35.6,8,12.3,1.2,2025-03-16
SH-1067,IMO9800006,DONGBANG EXPRESS,컨테이너선,JPTYO,도쿄항 (Tokyo),JP,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1768,톤,2025-03-13 18:34,2025-03-15 11:09,2025-03-15 11:09,0,2025-03-15 13:09,2025-03-15 21:59,2025-03-16 21:13,2025-03-16 22:21,통관중,690,40.6,2,23.2,1.1,2025-03-16
SH-1068,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,238,톤,2025-03-14 06:12,2025-03-15 09:20,2025-03-15 09:20,0,2025-03-15 10:20,2025-03-15 14:20,2025-03-18 10:15,2025-03-18 11:39,통관중,380,27.1,1,67.9,1.4,2025-03-16
SH-1069,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1719,톤,2025-03-14 01:53,2025-03-15 10:49,2025-03-15 10:49,0,2025-03-15 12:49,2025-03-15 21:25,2025-03-17 00:41,2025-03-17 02:20,통관중,560,32.9,2,27.3,1.6,2025-03-16
SH-1070,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),RM-RBR-01,합성고무 (Synthetic Rubber),화학,433,톤,2025-03-14 20:13,2025-03-16 01:41,2025-03-16 01:41,0,2025-03-16 09:41,2025-03-16 13:41,2025-03-19 09:40,2025-03-19 10:28,통관중,560,29.5,8,68.0,0.8,2025-03-17
SH-1071,IMO9800003,YELLOW SEA STAR,벌크선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1352,톤,2025-03-12 14:13,2025-03-16 22:50,2025-03-16 22:50,0,2025-03-17 00:50,2025-03-17 07:36,2025-03-18 07:42,2025-03-18 08:26,입항대기,1360,104.6,2,24.1,0.7,2025-03-17
SH-1072,IMO9800005,SUNRISE JEONBUK,벌크선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),RM-CPR-01,전해동판 (Copper Cathode),비철금속,395,톤,2025-03-15 10:25,2025-03-16 15:23,2025-03-16 15:23,0,2025-03-16 15:23,2025-03-16 19:23,2025-03-18 10:30,2025-03-18 12:21,통관중,420,29.0,0,39.1,1.8,2025-03-17
SH-1073,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNNBO,닝보항 (Ningbo),CN,KRSMG,새만금항 (Saemangeum),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,4187,개,2025-03-15 22:45,2025-03-17 15:28,2025-03-17 15:28,0,2025-03-17 16:28,2025-03-18 13:24,2025-03-19 15:08,2025-03-19 16:17,하역중,570,40.7,1,25.7,1.1,2025-03-18
SH-1074,IMO9800003,YELLOW SEA STAR,벌크선,CNDLC,다롄항 (Dalian),CN,KRSMG,새만금항 (Saemangeum),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,9169,개,2025-03-16 10:55,2025-03-17 19:59,2025-03-17 19:59,0,2025-03-17 20:59,2025-03-19 18:50,2025-03-22 12:28,2025-03-22 13:12,하역중,430,33.1,1,65.6,0.7,2025-03-18
SH-1075,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),RM-PLS-01,PE 수지 (Polyethylene),화학,1758,톤,2025-03-16 19:20,2025-03-17 23:11,2025-03-17 23:11,0,2025-03-18 01:11,2025-03-18 09:59,2025-03-20 19:15,2025-03-20 20:34,입항대기,390,27.9,2,57.3,1.3,2025-03-18
SH-1076,IMO9800005,SUNRISE JEONBUK,벌크선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,4256,매,2025-03-17 01:56,2025-03-18 11:02,2025-03-18 11:02,0,2025-03-18 12:02,2025-03-19 09:19,2025-03-21 16:31,2025-03-21 18:03,하역중,480,33.1,1,55.2,1.5,2025-03-19
SH-1077,IMO9800004,GUNSAN GLORY,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,811,톤,2025-03-17 19:53,2025-03-18 19:38,2025-03-18 19:38,0,2025-03-18 20:38,2025-03-19 00:41,2025-03-20 14:06,2025-03-20 15:32,하역중,380,23.8,1,37.4,1.4,2025-03-19
SH-1078,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-RBR-01,합성고무 (Synthetic Rubber),화학,1107,톤,2025-03-18 03:12,2025-03-19 06:34,2025-03-19 06:34,0,2025-03-19 06:34,2025-03-19 12:06,2025-03-21 17:54,2025-03-21 19:28,통관중,520,27.4,0,53.8,1.6,2025-03-20
SH-1079,IMO9800002,KORYO DRAGON,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRSMG,새만금항 (Saemangeum),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,1849,톤,2025-03-18 10:35,2025-03-19 13:49,2025-03-19 13:49,0,2025-03-19 17:49,2025-03-20 03:03,2025-03-22 21:42,2025-03-22 22:33,하역중,490,27.2,4,66.6,0.9,2025-03-20
SH-1080,IMO9800002,KORYO DRAGON,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),RM-RBR-01,합성고무 (Synthetic Rubber),화학,760,톤,2025-03-18 18:21,2025-03-19 16:01,2025-03-19 16:01,0,2025-03-19 16:01,2025-03-19 20:01,2025-03-21 06:47,2025-03-21 07:35,통관중,390,21.7,0,34.8,0.8,2025-03-20
SH-1081,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,1333,톤,2025-03-18 03:45,2025-03-19 14:03,2025-03-19 14:03,0,2025-03-19 18:03,2025-03-20 00:43,2025-03-21 17:34,2025-03-21 18:56,하역중,480,34.3,4,40.9,1.4,2025-03-20
SH-1082,IMO9800003,YELLOW SEA STAR,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1102,톤,2025-03-19 14:01,2025-03-20 20:01,2025-03-21 00:01,4,2025-03-21 02:01,2025-03-21 07:32,2025-03-26 09:14,2025-03-26 10:00,항해중,390,30.0,2,121.7,0.8,2025-03-21
SH-1083,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,1264,톤,2025-03-19 08:04,2025-03-21 00:04,2025-03-21 00:04,0,2025-03-21 01:04,2025-03-21 07:23,2025-03-22 19:14,2025-03-22 20:56,통관중,560,40.0,1,35.8,1.7,2025-03-22
SH-1084,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRSMG,새만금항 (Saemangeum),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,1268,매,2025-03-20 05:24,2025-03-21 14:56,2025-03-21 14:56,0,2025-03-21 15:56,2025-03-21 22:16,2025-03-24 08:48,2025-03-24 10:05,통관중,570,33.5,1,58.5,1.3,2025-03-22
SH-1085,IMO9800004,GUNSAN GLORY,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRSMG,새만금항 (Saemangeum),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,899,톤,2025-03-20 08:38,2025-03-21 20:16,2025-03-22 20:16,24,2025-03-23 00:16,2025-03-23 04:46,2025-03-24 09:06,2025-03-24 10:23,항해중,570,35.6,4,28.3,1.3,2025-03-22
SH-1086,IMO9800001,HANJIN SAEMANGEUM,벌크선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,6454,개,2025-03-17 02:02,2025-03-21 03:11,2025-03-21 03:11,0,2025-03-21 04:11,2025-03-22 12:27,2025-03-23 14:19,2025-03-23 14:51,하역중,1360,97.1,1,25.9,0.5,2025-03-22
SH-1087,IMO9800007,WEST SEA PRIDE,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),RM-PLS-01,PE 수지 (Polyethylene),화학,1243,톤,2025-03-21 13:23,2025-03-22 18:17,2025-03-22 20:17,2,2025-03-22 22:17,2025-03-23 04:29,2025-03-25 16:54,2025-03-25 18:49,하역중,390,28.9,2,60.4,1.9,2025-03-23
SH-1088,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,4195,개,2025-03-21 23:51,2025-03-23 08:48,2025-03-23 08:48,0,2025-03-23 10:48,2025-03-24 07:46,2025-03-25 06:39,2025-03-25 07:47,하역중,560,32.9,2,22.9,1.1,2025-03-24
SH-1089,IMO9800007,WEST SEA PRIDE,벌크선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,360,톤,2025-03-22 21:24,2025-03-24 14:53,2025-03-24 14:53,0,2025-03-24 14:53,2025-03-24 18:53,2025-03-26 03:35,2025-03-26 04:38,통관중,560,41.5,0,32.7,1.0,2025-03-25
SH-1090,IMO9800005,SUNRISE JEONBUK,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),RM-CHM-01,리튬 (Lithium Carbonate),화학,1850,톤,2025-03-23 02:23,2025-03-24 05:17,2025-03-24 11:17,6,2025-03-24 19:17,2025-03-25 04:32,2025-03-27 16:31,2025-03-27 17:03,하역중,390,26.9,8,60.0,0.5,2025-03-25
SH-1091,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRSMG,새만금항 (Saemangeum),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,541,톤,2025-03-23 12:59,2025-03-24 17:48,2025-03-25 05:48,12,2025-03-25 13:48,2025-03-25 17:48,2025-03-28 11:50,2025-03-28 13:22,항해중,490,28.8,8,66.0,1.5,2025-03-25
SH-1092,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRSMG,새만금항 (Saemangeum),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,687,톤,2025-03-23 07:13,2025-03-24 12:02,2025-03-24 16:02,4,2025-03-24 17:02,2025-03-24 21:02,2025-03-27 07:17,2025-03-27 09:08,통관중,490,28.8,1,58.2,1.9,2025-03-25
SH-1093,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRSMG,새만금항 (Saemangeum),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1599,톤,2025-03-24 18:00,2025-03-25 19:47,2025-03-25 19:47,0,2025-03-25 20:47,2025-03-26 04:47,2025-03-28 15:02,2025-03-28 16:04,하역중,490,25.8,1,58.3,1.0,2025-03-26
SH-1094,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-CPR-01,전해동판 (Copper Cathode),비철금속,775,톤,2025-03-24 07:08,2025-03-25 05:29,2025-03-25 17:29,12,2025-03-25 18:29,2025-03-25 22:29,2025-03-28 05:38,2025-03-28 06:59,통관중,380,22.4,1,55.1,1.3,2025-03-26
SH-1095,IMO9800002,KORYO DRAGON,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRSMG,새만금항 (Saemangeum),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,2262,개,2025-03-24 06:31,2025-03-25 06:25,2025-03-25 06:25,0,2025-03-25 06:25,2025-03-25 17:43,2025-03-28 08:13,2025-03-28 10:09,통관중,430,23.9,0,62.5,1.9,2025-03-26
SH-1096,IMO9800003,YELLOW SEA STAR,벌크선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,160,톤,2025-03-24 02:48,2025-03-25 15:44,2025-03-25 15:44,0,2025-03-25 16:44,2025-03-25 20:44,2025-03-28 02:02,2025-03-28 02:54,통관중,480,36.9,1,53.3,0.9,2025-03-26
SH-1097,IMO9800005,SUNRISE JEONBUK,벌크선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,916,톤,2025-03-25 04:52,2025-03-26 09:50,2025-03-26 09:50,0,2025-03-26 09:50,2025-03-26 14:24,2025-03-27 10:37,2025-03-27 11:47,통관중,420,29.0,0,20.2,1.2,2025-03-27
SH-1098,IMO9800007,WEST SEA PRIDE,벌크선,CNTSN,톈진항 (Tianjin),CN,KRSMG,새만금항 (Saemangeum),RM-CHM-01,리튬 (Lithium Carbonate),화학,473,톤,2025-03-24 18:07,2025-03-26 06:25,2025-03-26 06:25,0,2025-03-26 08:25,2025-03-26 12:25,2025-03-28 14:39,2025-03-28 16:30,통관중,490,36.3,2,50.2,1.9,2025-03-27
SH-1099,IMO9800004,GUNSAN GLORY,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,6413,개,2025-03-25 05:40,2025-03-26 07:55,2025-03-26 13:55,6,2025-03-26 21:55,2025-03-28 05:59,2025-03-30 04:03,2025-03-30 04:36,하역중,420,26.2,8,46.1,0.6,2025-03-27
SH-1100,IMO9800001,HANJIN SAEMANGEUM,벌크선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1034,톤,2025-03-23 00:11,2025-03-27 01:20,2025-03-27 01:20,0,2025-03-27 05:20,2025-03-27 10:30,2025-03-29 01:48,2025-03-29 03:16,통관중,1360,97.1,4,39.3,1.5,2025-03-28
SH-1101,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRSMG,새만금항 (Saemangeum),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,4778,개,2025-03-26 02:55,2025-03-27 12:27,2025-03-27 12:27,0,2025-03-27 13:27,2025-03-28 13:20,2025-03-30 01:36,2025-03-30 03:19,하역중,570,33.5,1,36.3,1.7,2025-03-28
SH-1102,IMO9800004,GUNSAN GLORY,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRSMG,새만금항 (Saemangeum),RM-PLS-01,PE 수지 (Polyethylene),화학,1573,톤,2025-03-26 08:38,2025-03-27 11:30,2025-03-27 11:30,0,2025-03-27 15:30,2025-03-27 23:22,2025-03-28 12:50,2025-03-28 13:22,통관중,430,26.9,4,13.5,0.5,2025-03-28
SH-1103,IMO9800005,SUNRISE JEONBUK,벌크선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,576,톤,2025-03-24 02:15,2025-03-28 00:02,2025-03-28 00:02,0,2025-03-28 02:02,2025-03-28 06:02,2025-03-28 20:18,2025-03-28 21:40,입고완료,1360,93.8,2,14.3,1.4,2025-03-29
SH-1104,IMO9800004,GUNSAN GLORY,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,4260,개,2025-03-27 04:55,2025-03-28 15:55,2025-03-28 15:55,0,2025-03-28 17:55,2025-03-29 15:13,2025-03-30 09:51,2025-03-30 10:47,하역중,560,35.0,2,18.6,0.9,2025-03-29
SH-1105,IMO9800004,GUNSAN GLORY,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,916,톤,2025-03-27 23:49,2025-03-28 23:34,2025-03-28 23:34,0,2025-03-29 00:34,2025-03-29 05:09,2025-03-30 16:38,2025-03-30 18:35,입항대기,380,23.8,1,35.5,1.9,2025-03-29
SH-1106,IMO9800005,SUNRISE JEONBUK,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),RM-PLS-01,PE 수지 (Polyethylene),화학,1185,톤,2025-03-26 21:31,2025-03-28 00:25,2025-03-28 00:25,0,2025-03-28 01:25,2025-03-28 07:20,2025-03-30 08:09,2025-03-30 10:08,통관중,390,26.9,1,48.8,2.0,2025-03-29
SH-1107,IMO9800004,GUNSAN GLORY,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRSMG,새만금항 (Saemangeum),RM-PLS-01,PE 수지 (Polyethylene),화학,317,톤,2025-03-28 08:49,2025-03-29 11:41,2025-03-29 11:41,0,2025-03-29 11:41,2025-03-29 15:41,2025-03-30 05:53,2025-03-30 07:38,통관중,430,26.9,0,14.2,1.7,2025-03-30
SH-1108,IMO9800005,SUNRISE JEONBUK,벌크선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,1613,톤,2025-03-28 02:27,2025-03-29 11:33,2025-03-29 11:33,0,2025-03-29 12:33,2025-03-29 20:37,2025-03-31 15:32,2025-03-31 17:32,통관중,480,33.1,1,42.9,2.0,2025-03-30
SH-1109,IMO9800003,YELLOW SEA STAR,벌크선,CNTSN,톈진항 (Tianjin),CN,KRSMG,새만금항 (Saemangeum),RM-RBR-01,합성고무 (Synthetic Rubber),화학,1390,톤,2025-03-29 09:28,2025-03-30 23:09,2025-03-30 23:09,0,2025-03-31 03:09,2025-03-31 10:06,2025-04-03 02:45,2025-04-03 03:27,입항대기,490,37.7,4,64.6,0.7,2025-03-31
SH-1110,IMO9800001,HANJIN SAEMANGEUM,벌크선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1054,톤,2025-03-26 03:25,2025-03-30 04:34,2025-03-30 04:34,0,2025-03-30 05:34,2025-03-30 10:50,2025-03-31 15:43,2025-03-31 16:13,통관중,1360,97.1,1,28.9,0.5,2025-03-31
SH-1111,IMO9800003,YELLOW SEA STAR,벌크선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,1237,톤,2025-03-28 08:54,2025-03-30 00:54,2025-03-31 00:54,24,2025-03-31 08:54,2025-03-31 15:05,2025-04-02 08:48,2025-04-02 10:11,항해중,520,40.0,8,41.7,1.4,2025-03-31
SH-1112,IMO9800002,KORYO DRAGON,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1270,톤,2025-03-29 02:45,2025-03-30 10:25,2025-03-30 10:25,0,2025-03-30 14:25,2025-03-30 20:46,2025-04-02 12:51,2025-04-02 13:35,통관중,570,31.7,4,64.1,0.7,2025-03-31
SH-1113,IMO9800005,SUNRISE JEONBUK,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,232,톤,2025-03-30 18:33,2025-03-31 21:27,2025-03-31 21:27,0,2025-03-31 21:27,2025-04-01 01:27,2025-04-03 18:18,2025-04-03 18:51,하역중,390,26.9,0,64.9,0.5,2025-04-01
SH-1114,IMO9800007,WEST SEA PRIDE,벌크선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1647,톤,2025-03-29 15:38,2025-03-31 06:09,2025-03-31 18:09,12,2025-03-31 20:09,2025-04-01 04:23,2025-04-01 16:46,2025-04-01 18:11,하역중,520,38.5,2,12.4,1.4,2025-04-01
SH-1115,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,5852,매,2025-03-31 07:10,2025-04-01 11:02,2025-04-01 11:02,0,2025-04-01 11:02,2025-04-02 16:18,2025-04-05 14:04,2025-04-05 15:31,하역중,390,27.9,0,69.8,1.4,2025-04-02
SH-1116,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRSMG,새만금항 (Saemangeum),RM-PLS-01,PE 수지 (Polyethylene),화학,1017,톤,2025-03-31 00:18,2025-04-01 07:29,2025-04-01 11:29,4,2025-04-01 13:29,2025-04-01 18:34,2025-04-04 01:05,2025-04-04 01:40,통관중,530,31.2,2,54.5,0.6,2025-04-02
SH-1117,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,JPTYO,도쿄항 (Tokyo),JP,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1047,톤,2025-03-30 19:27,2025-04-01 07:46,2025-04-01 07:46,0,2025-04-01 08:46,2025-04-01 14:00,2025-04-05 01:05,2025-04-05 02:05,통관중,690,36.3,1,83.1,1.0,2025-04-02
SH-1118,IMO9800007,WEST SEA PRIDE,벌크선,CNDLC,다롄항 (Dalian),CN,KRSMG,새만금항 (Saemangeum),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,7766,매,2025-03-31 05:26,2025-04-01 13:17,2025-04-01 13:17,0,2025-04-01 21:17,2025-04-03 12:07,2025-04-05 03:12,2025-04-05 04:54,하역중,430,31.9,8,39.1,1.7,2025-04-02
SH-1119,IMO9800004,GUNSAN GLORY,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRSMG,새만금항 (Saemangeum),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,1488,매,2025-03-31 23:10,2025-04-02 08:17,2025-04-02 08:17,0,2025-04-02 16:17,2025-04-02 23:43,2025-04-05 20:20,2025-04-05 21:48,통관중,530,33.1,8,68.6,1.5,2025-04-03
SH-1120,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1286,톤,2025-04-01 15:14,2025-04-02 14:10,2025-04-02 14:10,0,2025-04-02 14:10,2025-04-02 20:36,2025-04-03 10:28,2025-04-03 11:31,통관중,390,22.9,0,13.9,1.1,2025-04-03
SH-1121,IMO9800007,WEST SEA PRIDE,벌크선,CNNBO,닝보항 (Ningbo),CN,KRSMG,새만금항 (Saemangeum),RM-CHM-01,리튬 (Lithium Carbonate),화학,690,톤,2025-04-01 01:19,2025-04-02 19:32,2025-04-02 19:32,0,2025-04-02 21:32,2025-04-03 01:32,2025-04-04 16:46,2025-04-04 17:17,하역중,570,42.2,2,39.2,0.5,2025-04-03
SH-1122,IMO9800004,GUNSAN GLORY,컨테이너선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),RM-PLS-01,PE 수지 (Polyethylene),화학,554,톤,2025-03-31 06:32,2025-04-03 19:32,2025-04-03 19:32,0,2025-04-03 19:32,2025-04-03 23:32,2025-04-04 19:03,2025-04-04 20:12,통관중,1360,85.0,0,19.5,1.1,2025-04-04
SH-1123,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,9086,매,2025-04-02 05:47,2025-04-03 10:01,2025-04-03 10:01,0,2025-04-03 12:01,2025-04-05 09:27,2025-04-08 08:31,2025-04-08 09:43,하역중,480,28.2,2,71.1,1.2,2025-04-04
SH-1124,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRSMG,새만금항 (Saemangeum),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,2543,매,2025-04-01 21:08,2025-04-03 06:40,2025-04-03 06:40,0,2025-04-03 08:40,2025-04-03 21:23,2025-04-08 18:46,2025-04-08 19:26,통관중,570,33.5,2,117.4,0.7,2025-04-04
SH-1125,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-RBR-01,합성고무 (Synthetic Rubber),화학,341,톤,2025-04-02 20:01,2025-04-04 09:09,2025-04-04 09:09,0,2025-04-04 10:09,2025-04-04 14:09,2025-04-05 21:45,2025-04-05 22:23,통관중,520,37.1,1,31.6,0.6,2025-04-05
SH-1126,IMO9800005,SUNRISE JEONBUK,벌크선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-RBR-01,합성고무 (Synthetic Rubber),화학,242,톤,2025-04-03 02:36,2025-04-04 14:28,2025-04-04 20:28,6,2025-04-04 22:28,2025-04-05 02:28,2025-04-06 02:28,2025-04-06 03:08,하역중,520,35.9,2,24.0,0.7,2025-04-05
SH-1127,IMO9800003,YELLOW SEA STAR,벌크선,CNSHA,상하이항 (Shanghai),CN,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1387,톤,2025-04-04 05:59,2025-04-05 22:45,2025-04-05 22:45,0,2025-04-06 00:45,2025-04-06 07:41,2025-04-09 04:31,2025-04-09 06:12,입항대기,530,40.8,2,68.8,1.7,2025-04-06
SH-1128,IMO9800007,WEST SEA PRIDE,벌크선,CNTSN,톈진항 (Tianjin),CN,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,994,톤,2025-04-03 22:25,2025-04-05 10:43,2025-04-05 10:43,0,2025-04-05 12:43,2025-04-05 17:41,2025-04-07 20:18,2025-04-07 21:54,통관중,490,36.3,2,50.6,1.6,2025-04-06
SH-1129,IMO9800003,YELLOW SEA STAR,벌크선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1690,톤,2025-04-04 04:10,2025-04-05 20:10,2025-04-05 20:10,0,2025-04-05 20:10,2025-04-06 04:37,2025-04-07 20:49,2025-04-07 22:38,하역중,520,40.0,0,40.2,1.8,2025-04-06
