date,product_code,product_name,planned_qty,actual_qty,achievement_rate,line_stop,is_weekend
2025-05-15,FG-BAT-01,배터리 팩 (Battery Pack),150,137,91.2,False,False
2025-05-15,FG-MTR-01,전기모터 (Electric Motor),80,79,98.5,False,False
2025-05-15,FG-INV-01,인버터 (Inverter),120,104,86.4,False,False
2025-05-15,FG-CHG-01,충전기 (EV Charger),200,179,89.4,False,False
2025-05-16,FG-BAT-01,배터리 팩 (Battery Pack),150,88,58.6,True,False
2025-05-16,FG-MTR-01,전기모터 (Electric Motor),80,72,90.4,False,False
2025-05-16,FG-INV-01,인버터 (Inverter),120,60,50.4,True,False
2025-05-16,FG-CHG-01,충전기 (EV Charger),200,176,87.8,False,False
2025-05-17,FG-BAT-01,배터리 팩 (Battery Pack),45,46,102.4,False,True
2025-05-17,FG-MTR-01,전기모터 (Electric Motor),24,23,93.9,False,True
2025-05-17,FG-INV-01,인버터 (Inverter),36,36,99.3,False,True
2025-05-17,FG-CHG-01,충전기 (EV Charger),60,54,90.4,False,True
