route_id,origin_port,dest_port,origin_name,dest_name,sequence,latitude,longitude,distance_nm,point_type
VNHPH-KRGUN,VNHPH,KRGUN,하이퐁항 (Hai Phong),군산항 (Gunsan),15,35.99,126.713,1350,waypoint
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),0,20.8449,106.6881,1360,waypoint
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),1,21.8432,108.0202,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),2,22.8416,109.3524,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),3,23.8399,110.6845,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),4,24.8383,111.645,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),5,25.8366,112.9157,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),6,26.8349,114.2053,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),7,27.8333,115.5157,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),8,28.8316,116.8479,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),9,29.83,118.2017,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),10,30.8283,119.5764,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),11,31.8266,120.9699,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),12,32.825,122.6736,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),13,33.8233,124.0057,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),14,34.8217,125.3379,1360,intermediate
VNHPH-KRSMG,VNHPH,KRSMG,하이퐁항 (Hai Phong),새만금항 (Saemangeum),15,35.82,126.67,1360,waypoint
