order_id,order_date,customer_code,customer_name,customer_region,product_code,product_name,order_qty,shipped_qty,qty_fill_rate,due_date,ship_plan_date,ship_actual_date,ship_delay_days,on_time,in_full,otif,transport_mode,transport_km
ORD-5141,2025-03-15,CUS-EXP,수출(유럽),부산항,FG-CHG-01,충전기 (EV Charger),124,124,100.0,2025-03-25,2025-03-24,2025-03-24,0,True,True,True,컨테이너 트럭,295
ORD-5142,2025-03-15,CUS-KIA,기아자동차,광주,FG-BAT-01,배터리 팩 (Battery Pack),378,378,100.0,2025-03-25,2025-03-24,2025-03-24,0,True,True,True,트럭,256
ORD-5143,2025-03-15,CUS-HMC,현대자동차,울산,FG-BAT-01,배터리 팩 (Battery Pack),20,20,100.0,2025-03-22,2025-03-20,2025-03-20,0,True,True,True,트럭,391
ORD-5144,2025-03-15,CUS-HMC,현대자동차,울산,FG-CHG-01,충전기 (EV Charger),127,127,100.0,2025-03-20,2025-03-19,2025-03-19,0,True,True,True,트럭,259
ORD-5145,2025-03-16,CUS-SSE,삼성SDI,천안,FG-INV-01,인버터 (Inverter),205,205,100.0,2025-03-21,2025-03-19,2025-03-19,0,True,True,True,트럭,304
ORD-5146,2025-03-16,CUS-KIA,기아자동차,광주,FG-BAT-01,배터리 팩 (Battery Pack),201,201,100.0,2025-03-24,2025-03-22,2025-03-23,1,True,True,True,트럭,141
ORD-5147,2025-03-16,CUS-KIA,기아자동차,광주,FG-CHG-01,충전기 (EV Charger),466,466,100.0,2025-03-26,2025-03-24,2025-03-24,0,True,True,True,트럭,371
ORD-5148,2025-03-16,CUS-HMC,현대자동차,울산,FG-CHG-01,충전기 (EV Charger),437,437,100.0,2025-03-18,2025-03-16,2025-03-16,0,True,True,True,트럭,363
ORD-5149,2025-03-16,CUS-LGE,LG에너지솔루션,오창,FG-INV-01,인버터 (Inverter),152,152,100.0,2025-03-25,2025-03-24,2025-03-27,3,False,True,False,트럭,102
ORD-5150,2025-03-16,CUS-EXP,수출(유럽),부산항,FG-INV-01,인버터 (Inverter),162,162,100.0,2025-03-24,2025-03-23,2025-03-23,0,True,True,True,컨테이너 트럭,303
ORD-5151,2025-03-16,CUS-SKI,SK이노베이션,서산,FG-BAT-01,배터리 팩 (Battery Pack),165,165,100.0,2025-03-26,2025-03-25,2025-03-25,0,True,True,True,트럭,146
ORD-5152,2025-03-16,CUS-EXP,수출(유럽),부산항,FG-BAT-01,배터리 팩 (Battery Pack),176,176,100.0,2025-03-22,2025-03-21,2025-03-21,0,True,True,True,컨테이너 트럭,330
ORD-5153,2025-03-17,CUS-SSE,삼성SDI,천안,FG-BAT-01,배터리 팩 (Battery Pack),346,346,100.0,2025-03-26,2025-03-25,2025-03-25,0,True,True,True,트럭,143
ORD-5154,2025-03-17,CUS-SSE,삼성SDI,천안,FG-MTR-01,전기모터 (Electric Motor),486,486,100.0,2025-03-20,2025-03-18,2025-03-18,0,True,True,True,트럭,245
ORD-5155,2025-03-17,CUS-EXP,수출(유럽),부산항,FG-BAT-01,배터리 팩 (Battery Pack),358,358,100.0,2025-03-27,2025-03-25,2025-03-26,1,True,True,True,컨테이너 트럭,266
ORD-5156,2025-03-17,CUS-EXA,수출(북미),부산항,FG-BAT-01,배터리 팩 (Battery Pack),432,432,100.0,2025-03-27,2025-03-26,2025-03-26,0,True,True,True,컨테이너 트럭,292
ORD-5157,2025-03-17,CUS-LGE,LG에너지솔루션,오창,FG-INV-01,인버터 (Inverter),235,235,100.0,2025-03-24,2025-03-22,2025-03-22,0,True,True,True,트럭,289
ORD-5158,2025-03-17,CUS-HMC,현대자동차,울산,FG-CHG-01,충전기 (EV Charger),391,391,100.0,2025-03-22,2025-03-20,2025-03-20,0,True,True,True,트럭,200
ORD-5159,2025-03-18,CUS-SKI,SK이노베이션,서산,FG-CHG-01,충전기 (EV Charger),79,79,100.0,2025-03-23,2025-03-22,2025-03-22,0,True,True,True,트럭,300
ORD-5160,2025-03-18,CUS-EXP,수출(유럽),부산항,FG-MTR-01,전기모터 (Electric Motor),287,287,100.0,2025-03-27,2025-03-26,2025-03-26,0,True,True,True,컨테이너 트럭,286
ORD-5161,2025-03-18,CUS-KIA,기아자동차,광주,FG-MTR-01,전기모터 (Electric Motor),340,340,100.0,2025-03-25,2025-03-23,2025-03-23,0,True,True,True,트럭,113
ORD-5162,2025-03-18,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),387,387,100.0,2025-03-20,2025-03-18,2025-03-18,0,True,True,True,트럭,214
ORD-5163,2025-03-18,CUS-EXP,수출(유럽),부산항,FG-BAT-01,배터리 팩 (Battery Pack),198,198,100.0,2025-03-22,2025-03-21,2025-03-22,1,True,True,True,컨테이너 트럭,279
ORD-5164,2025-03-18,CUS-HMC,현대자동차,울산,FG-INV-01,인버터 (Inverter),403,403,100.0,2025-03-22,2025-03-20,2025-03-20,0,True,True,True,트럭,298
ORD-5165,2025-03-19,CUS-EXP,수출(유럽),부산항,FG-INV-01,인버터 (Inverter),186,186,100.0,2025-03-24,2025-03-23,2025-03-23,0,True,True,True,컨테이너 트럭,319
ORD-5166,2025-03-19,CUS-SSE,삼성SDI,천안,FG-BAT-01,배터리 팩 (Battery Pack),199,199,100.0,2025-03-22,2025-03-20,2025-03-20,0,True,True,True,트럭,283
ORD-5167,2025-03-19,CUS-SKI,SK이노베이션,서산,FG-CHG-01,충전기 (EV Charger),284,284,100.0,2025-03-23,2025-03-21,2025-03-21,0,True,True,True,트럭,382
ORD-5168,2025-03-19,CUS-EXP,수출(유럽),부산항,FG-CHG-01,충전기 (EV Charger),209,209,100.0,2025-03-22,2025-03-20,2025-03-20,0,True,True,True,컨테이너 트럭,298
ORD-5169,2025-03-19,CUS-HMC,현대자동차,울산,FG-CHG-01,충전기 (EV Charger),246,246,100.0,2025-03-27,2025-03-25,2025-03-25,0,True,True,True,트럭,356
ORD-5170,2025-03-20,CUS-LGE,LG에너지솔루션,오창,FG-CHG-01,충전기 (EV Charger),320,320,100.0,2025-03-30,2025-03-29,2025-03-29,0,True,True,True,트럭,173
ORD-5171,2025-03-20,CUS-EXA,수출(북미),부산항,FG-BAT-01,배터리 팩 (Battery Pack),464,464,100.0,2025-03-29,2025-03-28,2025-03-30,2,False,True,False,컨테이너 트럭,341
ORD-5172,2025-03-20,CUS-HMC,현대자동차,울산,FG-BAT-01,배터리 팩 (Battery Pack),32,32,100.0,2025-03-24,2025-03-22,2025-03-22,0,True,True,True,트럭,369
ORD-5173,2025-03-20,CUS-EXA,수출(북미),부산항,FG-INV-01,인버터 (Inverter),168,168,100.0,2025-03-23,2025-03-22,2025-03-22,0,True,True,True,컨테이너 트럭,317
ORD-5174,2025-03-20,CUS-SSE,삼성SDI,천안,FG-BAT-01,배터리 팩 (Battery Pack),203,203,100.0,2025-03-28,2025-03-27,2025-03-27,0,True,True,True,트럭,203
ORD-5175,2025-03-20,CUS-SSE,삼성SDI,천안,FG-INV-01,인버터 (Inverter),111,111,100.0,2025-03-29,2025-03-28,2025-03-28,0,True,True,True,트럭,282
ORD-5176,2025-03-20,CUS-EXP,수출(유럽),부산항,FG-BAT-01,배터리 팩 (Battery Pack),35,35,100.0,2025-03-28,2025-03-27,2025-03-27,0,True,True,True,컨테이너 트럭,278
ORD-5177,2025-03-21,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),284,284,100.0,2025-03-26,2025-03-24,2025-03-24,0,True,True,True,컨테이너 트럭,310
ORD-5178,2025-03-21,CUS-LGE,LG에너지솔루션,오창,FG-MTR-01,전기모터 (Electric Motor),464,464,100.0,2025-03-31,2025-03-30,2025-03-30,0,True,True,True,트럭,341
ORD-5179,2025-03-21,CUS-KIA,기아자동차,광주,FG-MTR-01,전기모터 (Electric Motor),101,101,100.0,2025-03-23,2025-03-22,2025-03-22,0,True,True,True,트럭,131
ORD-5180,2025-03-21,CUS-SSE,삼성SDI,천안,FG-MTR-01,전기모터 (Electric Motor),498,498,100.0,2025-03-23,2025-03-22,2025-03-23,1,True,True,True,트럭,224
ORD-5181,2025-03-21,CUS-EXP,수출(유럽),부산항,FG-BAT-01,배터리 팩 (Battery Pack),162,162,100.0,2025-03-24,2025-03-23,2025-03-23,0,True,True,True,컨테이너 트럭,255
ORD-5182,2025-03-22,CUS-SKI,SK이노베이션,서산,FG-BAT-01,배터리 팩 (Battery Pack),127,127,100.0,2025-03-28,2025-03-27,2025-03-27,0,True,True,True,트럭,240
ORD-5183,2025-03-22,CUS-EXP,수출(유럽),부산항,FG-CHG-01,충전기 (EV Charger),237,237,100.0,2025-03-24,2025-03-23,2025-03-23,0,True,True,True,컨테이너 트럭,333
ORD-5184,2025-03-22,CUS-SKI,SK이노베이션,서산,FG-CHG-01,충전기 (EV Charger),17,17,100.0,2025-03-31,2025-03-30,2025-03-30,0,True,True,True,트럭,158
ORD-5185,2025-03-22,CUS-EXP,수출(유럽),부산항,FG-CHG-01,충전기 (EV Charger),211,211,100.0,2025-03-25,2025-03-23,2025-03-23,0,True,True,True,컨테이너 트럭,282
ORD-5186,2025-03-22,CUS-SKI,SK이노베이션,서산,FG-MTR-01,전기모터 (Electric Motor),86,86,100.0,2025-04-01,2025-03-30,2025-03-30,0,True,True,True,트럭,194
ORD-5187,2025-03-22,CUS-EXA,수출(북미),부산항,FG-BAT-01,배터리 팩 (Battery Pack),103,92,89.2,2025-03-26,2025-03-24,2025-03-24,0,True,False,False,컨테이너 트럭,292
ORD-5188,2025-03-23,CUS-HMC,현대자동차,울산,FG-BAT-01,배터리 팩 (Battery Pack),66,66,100.0,2025-03-31,2025-03-29,2025-03-29,0,True,True,True,트럭,305
ORD-5189,2025-03-23,CUS-KIA,기아자동차,광주,FG-MTR-01,전기모터 (Electric Motor),372,372,100.0,2025-03-30,2025-03-28,2025-03-28,0,True,True,True,트럭,102
ORD-5190,2025-03-23,CUS-SSE,삼성SDI,천안,FG-MTR-01,전기모터 (Electric Motor),258,258,100.0,2025-03-29,2025-03-27,2025-03-27,0,True,True,True,트럭,167
ORD-5191,2025-03-24,CUS-SKI,SK이노베이션,서산,FG-INV-01,인버터 (Inverter),355,355,100.0,2025-04-02,2025-04-01,2025-04-01,0,True,True,True,트럭,325
ORD-5192,2025-03-24,CUS-SSE,삼성SDI,천안,FG-MTR-01,전기모터 (Electric Motor),202,202,100.0,2025-03-29,2025-03-27,2025-03-27,0,True,True,True,트럭,249
ORD-5193,2025-03-24,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),464,464,100.0,2025-03-29,2025-03-27,2025-03-27,0,True,True,True,트럭,393
ORD-5194,2025-03-25,CUS-EXA,수출(북미),부산항,FG-INV-01,인버터 (Inverter),262,262,100.0,2025-04-04,2025-04-02,2025-04-02,0,True,True,True,컨테이너 트럭,252
ORD-5195,2025-03-25,CUS-SSE,삼성SDI,천안,FG-INV-01,인버터 (Inverter),207,207,100.0,2025-03-29,2025-03-27,2025-03-27,0,True,True,True,트럭,195
ORD-5196,2025-03-25,CUS-LGE,LG에너지솔루션,오창,FG-MTR-01,전기모터 (Electric Motor),431,431,100.0,2025-04-04,2025-04-02,2025-04-02,0,True,True,True,트럭,161
ORD-5197,2025-03-26,CUS-HMC,현대자동차,울산,FG-CHG-01,충전기 (EV Charger),11,11,100.0,2025-04-04,2025-04-02,2025-04-02,0,True,True,True,트럭,173
ORD-5198,2025-03-26,CUS-KIA,기아자동차,광주,FG-BAT-01,배터리 팩 (Battery Pack),404,404,100.0,2025-03-28,2025-03-26,2025-03-26,0,True,True,True,트럭,292
ORD-5199,2025-03-26,CUS-LGE,LG에너지솔루션,오창,FG-BAT-01,배터리 팩 (Battery Pack),480,480,100.0,2025-04-01,2025-03-30,2025-04-02,3,False,True,False,트럭,208
ORD-5200,2025-03-26,CUS-EXP,수출(유럽),부산항,FG-MTR-01,전기모터 (Electric Motor),362,329,90.8,2025-04-04,2025-04-02,2025-04-02,0,True,False,False,컨테이너 트럭,304
ORD-5201,2025-03-26,CUS-SKI,SK이노베이션,서산,FG-CHG-01,충전기 (EV Charger),289,289,100.0,2025-04-04,2025-04-02,2025-04-02,0,True,True,True,트럭,317
ORD-5202,2025-03-26,CUS-HMC,현대자동차,울산,FG-BAT-01,배터리 팩 (Battery Pack),84,84,100.0,2025-03-30,2025-03-29,2025-03-29,0,True,True,True,트럭,265
ORD-5203,2025-03-27,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),421,421,100.0,2025-03-31,2025-03-29,2025-03-29,0,True,True,True,컨테이너 트럭,325
ORD-5204,2025-03-27,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),359,359,100.0,2025-03-31,2025-03-30,2025-03-30,0,True,True,True,컨테이너 트럭,251
ORD-5205,2025-03-27,CUS-HMC,현대자동차,울산,FG-MTR-01,전기모터 (Electric Motor),385,385,100.0,2025-04-04,2025-04-03,2025-04-03,0,True,True,True,트럭,369
ORD-5206,2025-03-27,CUS-EXP,수출(유럽),부산항,FG-BAT-01,배터리 팩 (Battery Pack),138,138,100.0,2025-04-06,2025-04-04,2025-04-04,0,True,True,True,컨테이너 트럭,289
ORD-5207,2025-03-27,CUS-SKI,SK이노베이션,서산,FG-CHG-01,충전기 (EV Charger),402,402,100.0,2025-04-06,2025-04-04,2025-04-04,0,True,True,True,트럭,378
ORD-5208,2025-03-27,CUS-EXA,수출(북미),부산항,FG-BAT-01,배터리 팩 (Battery Pack),143,143,100.0,2025-03-31,2025-03-29,2025-03-29,0,True,True,True,컨테이너 트럭,318
ORD-5209,2025-03-27,CUS-HMC,현대자동차,울산,FG-INV-01,인버터 (Inverter),46,39,84.4,2025-04-04,2025-04-03,2025-04-03,0,True,False,False,트럭,293
ORD-5210,2025-03-27,CUS-EXP,수출(유럽),부산항,FG-CHG-01,충전기 (EV Charger),454,454,100.0,2025-03-29,2025-03-27,2025-03-27,0,True,True,True,컨테이너 트럭,331
ORD-5211,2025-03-28,CUS-HMC,현대자동차,울산,FG-MTR-01,전기모터 (Electric Motor),417,417,100.0,2025-04-06,2025-04-04,2025-04-04,0,True,True,True,트럭,332
ORD-5212,2025-03-28,CUS-SSE,삼성SDI,천안,FG-CHG-01,충전기 (EV Charger),203,203,100.0,2025-03-30,2025-03-28,2025-03-30,2,True,True,True,트럭,204
ORD-5213,2025-03-28,CUS-KIA,기아자동차,광주,FG-BAT-01,배터리 팩 (Battery Pack),51,51,100.0,2025-04-03,2025-04-02,2025-04-07,5,False,True,False,트럭,184
ORD-5214,2025-03-28,CUS-KIA,기아자동차,광주,FG-MTR-01,전기모터 (Electric Motor),329,329,100.0,2025-04-07,2025-04-06,2025-04-07,1,True,True,True,트럭,184
ORD-5215,2025-03-28,CUS-EXP,수출(유럽),부산항,FG-INV-01,인버터 (Inverter),171,171,100.0,2025-04-07,2025-04-05,2025-04-07,2,True,True,True,컨테이너 트럭,286
ORD-5216,2025-03-29,CUS-HMC,현대자동차,울산,FG-MTR-01,전기모터 (Electric Motor),358,358,100.0,2025-04-03,2025-04-01,2025-04-01,0,True,True,True,트럭,115
ORD-5217,2025-03-29,CUS-SKI,SK이노베이션,서산,FG-CHG-01,충전기 (EV Charger),205,205,100.0,2025-04-05,2025-04-03,2025-04-03,0,True,True,True,트럭,180
ORD-5218,2025-03-29,CUS-SKI,SK이노베이션,서산,FG-INV-01,인버터 (Inverter),347,347,100.0,2025-04-06,2025-04-04,2025-04-04,0,True,True,True,트럭,350
ORD-5219,2025-03-29,CUS-LGE,LG에너지솔루션,오창,FG-CHG-01,충전기 (EV Charger),326,326,100.0,2025-04-03,2025-04-01,2025-04-01,0,True,True,True,트럭,189
ORD-5220,2025-03-30,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),326,326,100.0,2025-04-06,2025-04-04,2025-04-04,0,True,True,True,트럭,159
ORD-5221,2025-03-30,CUS-EXA,수출(북미),부산항,FG-BAT-01,배터리 팩 (Battery Pack),37,37,100.0,2025-04-07,2025-04-05,2025-04-05,0,True,True,True,컨테이너 트럭,347
ORD-5222,2025-03-30,CUS-SKI,SK이노베이션,서산,FG-MTR-01,전기모터 (Electric Motor),148,148,100.0,2025-04-03,2025-04-02,2025-04-02,0,True,True,True,트럭,89
ORD-5223,2025-03-31,CUS-SKI,SK이노베이션,서산,FG-INV-01,인버터 (Inverter),443,443,100.0,2025-04-06,2025-04-04,2025-04-05,1,True,True,True,트럭,209
ORD-5224,2025-03-31,CUS-SKI,SK이노베이션,서산,FG-BAT-01,배터리 팩 (Battery Pack),141,141,100.0,2025-04-05,2025-04-03,2025-04-03,0,True,True,True,트럭,294
ORD-5225,2025-03-31,CUS-LGE,LG에너지솔루션,오창,FG-MTR-01,전기모터 (Electric Motor),299,248,82.9,2025-04-07,2025-04-05,2025-04-05,0,True,False,False,트럭,283
ORD-5226,2025-03-31,CUS-HMC,현대자동차,울산,FG-BAT-01,배터리 팩 (Battery Pack),81,81,100.0,2025-04-03,2025-04-02,2025-04-02,0,True,True,True,트럭,125
ORD-5227,2025-03-31,CUS-SKI,SK이노베이션,서산,FG-MTR-01,전기모터 (Electric Motor),156,156,100.0,2025-04-07,2025-04-06,2025-04-06,0,True,True,True,트럭,356
ORD-5228,2025-03-31,CUS-KIA,기아자동차,광주,FG-BAT-01,배터리 팩 (Battery Pack),187,187,100.0,2025-04-03,2025-04-01,2025-04-01,0,True,True,True,트럭,238
ORD-5229,2025-03-31,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),77,77,100.0,2025-04-07,2025-04-05,2025-04-05,0,True,True,True,트럭,224
ORD-5230,2025-04-01,CUS-SKI,SK이노베이션,서산,FG-INV-01,인버터 (Inverter),250,250,100.0,2025-04-08,2025-04-07,2025-04-07,0,True,True,True,트럭,232
ORD-5231,2025-04-01,CUS-SSE,삼성SDI,천안,FG-CHG-01,충전기 (EV Charger),208,208,100.0,2025-04-10,2025-04-08,2025-04-08,0,True,True,True,트럭,248
ORD-5232,2025-04-01,CUS-LGE,LG에너지솔루션,오창,FG-INV-01,인버터 (Inverter),56,56,100.0,2025-04-11,2025-04-09,2025-04-09,0,True,True,True,트럭,156
ORD-5233,2025-04-01,CUS-SSE,삼성SDI,천안,FG-BAT-01,배터리 팩 (Battery Pack),470,470,100.0,2025-04-07,2025-04-05,2025-04-05,0,True,True,True,트럭,376
ORD-5234,2025-04-01,CUS-KIA,기아자동차,광주,FG-MTR-01,전기모터 (Electric Motor),105,74,70.2,2025-04-08,2025-04-06,2025-04-06,0,True,False,False,트럭,211
ORD-5235,2025-04-02,CUS-EXP,수출(유럽),부산항,FG-MTR-01,전기모터 (Electric Motor),440,440,100.0,2025-04-09,2025-04-07,2025-04-07,0,True,True,True,컨테이너 트럭,315
ORD-5236,2025-04-02,CUS-SSE,삼성SDI,천안,FG-BAT-01,배터리 팩 (Battery Pack),178,178,100.0,2025-04-06,2025-04-05,2025-04-05,0,True,True,True,트럭,389
ORD-5237,2025-04-02,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),113,113,100.0,2025-04-05,2025-04-03,2025-04-03,0,True,True,True,컨테이너 트럭,321
ORD-5238,2025-04-02,CUS-LGE,LG에너지솔루션,오창,FG-CHG-01,충전기 (EV Charger),232,232,100.0,2025-04-06,2025-04-05,2025-04-05,0,True,True,True,트럭,307
ORD-5239,2025-04-02,CUS-HMC,현대자동차,울산,FG-MTR-01,전기모터 (Electric Motor),18,18,100.0,2025-04-08,2025-04-06,2025-04-06,0,True,True,True,트럭,370
ORD-5240,2025-04-03,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),212,212,100.0,2025-04-08,2025-04-06,2025-04-06,0,True,True,True,컨테이너 트럭,296
ORD-5241,2025-04-03,CUS-EXP,수출(유럽),부산항,FG-CHG-01,충전기 (EV Charger),57,57,100.0,2025-04-09,2025-04-07,2025-04-07,0,True,True,True,컨테이너 트럭,326
ORD-5242,2025-04-03,CUS-SKI,SK이노베이션,서산,FG-BAT-01,배터리 팩 (Battery Pack),13,13,100.0,2025-04-13,2025-04-12,2025-04-12,0,True,True,True,트럭,185
ORD-5243,2025-04-03,CUS-SKI,SK이노베이션,서산,FG-INV-01,인버터 (Inverter),485,485,100.0,2025-04-07,2025-04-05,2025-04-05,0,True,True,True,트럭,107
ORD-5244,2025-04-03,CUS-SKI,SK이노베이션,서산,FG-MTR-01,전기모터 (Electric Motor),275,275,100.0,2025-04-10,2025-04-09,2025-04-09,0,True,True,True,트럭,163
ORD-5245,2025-04-03,CUS-EXA,수출(북미),부산항,FG-CHG-01,충전기 (EV Charger),42,42,100.0,2025-04-05,2025-04-03,2025-04-04,1,True,True,True,컨테이너 트럭,265
ORD-5246,2025-04-03,CUS-KIA,기아자동차,광주,FG-BAT-01,배터리 팩 (Battery Pack),233,233,100.0,2025-04-12,2025-04-10,2025-04-13,3,False,True,False,트럭,138
ORD-5247,2025-04-04,CUS-HMC,현대자동차,울산,FG-INV-01,인버터 (Inverter),455,455,100.0,2025-04-06,2025-04-05,2025-04-05,0,True,True,True,트럭,94
ORD-5248,2025-04-04,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),101,101,100.0,2025-04-12,2025-04-10,2025-04-10,0,True,True,True,트럭,278
ORD-5249,2025-04-04,CUS-EXA,수출(북미),부산항,FG-CHG-01,충전기 (EV Charger),243,243,100.0,2025-04-11,2025-04-09,2025-04-09,0,True,True,True,컨테이너 트럭,324
ORD-5250,2025-04-04,CUS-SKI,SK이노베이션,서산,FG-INV-01,인버터 (Inverter),199,149,74.9,2025-04-14,2025-04-12,2025-04-12,0,True,False,False,트럭,99
ORD-5251,2025-04-04,CUS-HMC,현대자동차,울산,FG-CHG-01,충전기 (EV Charger),290,290,100.0,2025-04-14,2025-04-12,2025-04-12,0,True,True,True,트럭,140
ORD-5252,2025-04-04,CUS-HMC,현대자동차,울산,FG-CHG-01,충전기 (EV Charger),281,281,100.0,2025-04-11,2025-04-09,2025-04-09,0,True,True,True,트럭,272
ORD-5253,2025-04-04,CUS-EXP,수출(유럽),부산항,FG-INV-01,인버터 (Inverter),111,111,100.0,2025-04-11,2025-04-09,2025-04-09,0,True,True,True,컨테이너 트럭,331
ORD-5254,2025-04-05,CUS-KIA,기아자동차,광주,FG-BAT-01,배터리 팩 (Battery Pack),496,496,100.0,2025-04-07,2025-04-06,2025-04-06,0,True,True,True,트럭,212
ORD-5255,2025-04-05,CUS-EXA,수출(북미),부산항,FG-INV-01,인버터 (Inverter),66,66,100.0,2025-04-14,2025-04-13,2025-04-13,0,True,True,True,컨테이너 트럭,325
ORD-5256,2025-04-05,CUS-EXP,수출(유럽),부산항,FG-CHG-01,충전기 (EV Charger),430,430,100.0,2025-04-09,2025-04-08,2025-04-08,0,True,True,True,컨테이너 트럭,251
ORD-5257,2025-04-05,CUS-EXA,수출(북미),부산항,FG-INV-01,인버터 (Inverter),260,205,78.9,2025-04-11,2025-04-09,2025-04-09,0,True,False,False,컨테이너 트럭,301
ORD-5258,2025-04-05,CUS-HMC,현대자동차,울산,FG-MTR-01,전기모터 (Electric Motor),109,109,100.0,2025-04-07,2025-04-05,2025-04-05,0,True,True,True,트럭,247
ORD-5259,2025-04-06,CUS-EXA,수출(북미),부산항,FG-INV-01,인버터 (Inverter),309,309,100.0,2025-04-11,2025-04-10,2025-04-11,1,True,True,True,컨테이너 트럭,349
ORD-5260,2025-04-06,CUS-LGE,LG에너지솔루션,오창,FG-MTR-01,전기모터 (Electric Motor),498,498,100.0,2025-04-09,2025-04-07,2025-04-07,0,True,True,True,트럭,104
ORD-5261,2025-04-06,CUS-LGE,LG에너지솔루션,오창,FG-BAT-01,배터리 팩 (Battery Pack),290,253,87.2,2025-04-16,2025-04-14,2025-04-14,0,True,False,False,트럭,256
ORD-5262,2025-04-06,CUS-EXP,수출(유럽),부산항,FG-BAT-01,배터리 팩 (Battery Pack),218,218,100.0,2025-04-16,2025-04-15,2025-04-15,0,True,True,True,컨테이너 트럭,348
ORD-5263,2025-04-06,CUS-SSE,삼성SDI,천안,FG-INV-01,인버터 (Inverter),18,18,100.0,2025-04-13,2025-04-11,2025-04-14,3,False,True,False,트럭,336
ORD-5264,2025-04-06,CUS-KIA,기아자동차,광주,FG-MTR-01,전기모터 (Electric Motor),354,292,82.4,2025-04-15,2025-04-14,2025-04-14,0,True,False,False,트럭,362
ORD-5265,2025-04-06,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),224,224,100.0,2025-04-08,2025-04-06,2025-04-06,0,True,True,True,트럭,172
ORD-5266,2025-04-07,CUS-LGE,LG에너지솔루션,오창,FG-CHG-01,충전기 (EV Charger),72,55,76.4,2025-04-09,2025-04-08,2025-04-08,0,True,False,False,트럭,286
ORD-5267,2025-04-07,CUS-SKI,SK이노베이션,서산,FG-CHG-01,충전기 (EV Charger),203,203,100.0,2025-04-11,2025-04-09,2025-04-09,0,True,True,True,트럭,293
ORD-5268,2025-04-07,CUS-EXA,수출(북미),부산항,FG-MTR-01,전기모터 (Electric Motor),306,306,100.0,2025-04-17,2025-04-15,2025-04-15,0,True,True,True,컨테이너 트럭,344
ORD-5269,2025-04-08,CUS-KIA,기아자동차,광주,FG-INV-01,인버터 (Inverter),238,238,100.0,2025-04-11,2025-04-10,2025-04-10,0,True,True,True,트럭,183
ORD-5270,2025-04-08,CUS-LGE,LG에너지솔루션,오창,FG-BAT-01,배터리 팩 (Battery Pack),471,471,100.0,2025-04-16,2025-04-14,2025-04-14,0,True,True,True,트럭,214
ORD-5271,2025-04-08,CUS-KIA,기아자동차,광주,FG-BAT-01,배터리 팩 (Battery Pack),275,275,100.0,2025-04-16,2025-04-14,2025-04-14,0,True,True,True,트럭,321
ORD-5272,2025-04-08,CUS-SSE,삼성SDI,천안,FG-INV-01,인버터 (Inverter),222,222,100.0,2025-04-13,2025-04-12,2025-04-12,0,True,True,True,트럭,310
ORD-5273,2025-04-08,CUS-KIA,기아자동차,광주,FG-BAT-01,배터리 팩 (Battery Pack),101,101,100.0,2025-04-16,2025-04-15,2025-04-15,0,True,True,True,트럭,297
ORD-5274,2025-04-08,CUS-EXP,수출(유럽),부산항,FG-BAT-01,배터리 팩 (Battery Pack),25,25,100.0,2025-04-15,2025-04-14,2025-04-14,0,True,True,True,컨테이너 트럭,331
ORD-5275,2025-04-09,CUS-KIA,기아자동차,광주,FG-CHG-01,충전기 (EV Charger),335,335,100.0,2025-04-17,2025-04-16,2025-04-16,0,True,True,True,트럭,392
ORD-5276,2025-04-09,CUS-SKI,SK이노베이션,서산,FG-BAT-01,배터리 팩 (Battery Pack),296,296,100.0,2025-04-17,2025-04-16,2025-04-19,3,False,True,False,트럭,399
ORD-5277,2025-04-09,CUS-EXA,수출(북미),부산항,FG-CHG-01,충전기 (EV Charger),299,299,100.0,2025-04-19,2025-04-18,2025-04-18,0,True,True,True,컨테이너 트럭,334
ORD-5278,2025-04-09,CUS-HMC,현대자동차,울산,FG-CHG-01,충전기 (EV Charger),445,445,100.0,2025-04-13,2025-04-12,2025-04-12,0,True,True,True,트럭,271
ORD-5279,2025-04-10,CUS-SSE,삼성SDI,천안,FG-INV-01,인버터 (Inverter),391,391,100.0,2025-04-17,2025-04-15,2025-04-15,0,True,True,True,트럭,105
ORD-5280,2025-04-10,CUS-KIA,기아자동차,광주,FG-CHG-01,충전기 (EV Charger),134,123,91.5,2025-04-18,2025-04-17,2025-04-17,0,True,False,False,트럭,277
ORD-5281,2025-04-10,CUS-EXP,수출(유럽),부산항,FG-CHG-01,충전기 (EV Charger),195,195,100.0,2025-04-19,2025-04-18,2025-04-18,0,True,True,True,컨테이너 트럭,268
