date,material_code,material_name,category,unit,current_stock,daily_usage,incoming,dos,safety_stock_days,safety_stock_qty,safety_ratio,shortage_forecast_days,cover_days,coverage_pct,risk_level,stock_value_krw,unit_cost,lead_time_days
2025-04-16,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,0.0,16.8,0.0,0.0,10,200,0.0,0.0,0.0,0.0,CRITICAL,0,3200000,4
2025-04-17,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,0.0,21.8,0.0,0.0,10,200,0.0,0.0,0.0,0.0,CRITICAL,0,3200000,4
2025-04-18,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,0.0,22.6,0.0,0.0,10,200,0.0,0.0,0.0,0.0,CRITICAL,0,3200000,4
2025-04-19,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,0.0,16.4,0.0,0.0,10,200,0.0,0.0,0.0,0.0,CRITICAL,0,3200000,4
2025-04-20,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,0.0,19.1,0.0,0.0,10,200,0.0,0.0,0.0,0.0,CRITICAL,0,3200000,4
2025-04-21,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,140.5,20.7,161.2,7.0,10,200,0.7,7.0,7.0,50.2,MEDIUM,449646431,3200000,4
2025-04-22,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,244.2,17.6,121.2,12.2,10,200,1.22,12.2,12.2,87.2,LOW,781303991,3200000,4
2025-04-23,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,324.5,23.1,103.4,16.2,10,200,1.62,16.2,14.0,100.0,LOW,1038423865,3200000,4
2025-04-24,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,302.7,21.9,0.0,15.1,10,200,1.51,15.1,14.0,100.0,LOW,968491711,3200000,4
2025-04-25,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,280.6,22.1,0.0,14.0,10,200,1.4,14.0,14.0,100.0,LOW,897859546,3200000,4
2025-04-26,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,258.0,22.5,0.0,12.9,10,200,1.29,12.9,12.9,92.2,LOW,825718062,3200000,4
2025-04-27,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,241.0,17.0,0.0,12.1,10,200,1.21,12.1,12.1,86.1,LOW,771308936,3200000,4
2025-04-28,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,221.8,19.2,0.0,11.1,10,200,1.11,11.1,11.1,79.2,LOW,709721706,3200000,4
2025-04-29,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,319.5,20.3,118.0,16.0,10,200,1.6,16.0,14.0,100.0,LOW,1022316881,3200000,4
2025-04-30,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,429.9,22.0,132.5,21.5,10,200,2.15,21.5,14.0,100.0,LOW,1375701983,3200000,4
2025-05-01,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,411.8,18.2,0.0,20.6,10,200,2.06,20.6,14.0,100.0,LOW,1317619507,3200000,4
2025-05-02,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,392.9,18.9,0.0,19.6,10,200,1.96,19.6,14.0,100.0,LOW,1257159724,3200000,4
2025-05-03,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,375.8,17.0,0.0,18.8,10,200,1.88,18.8,14.0,100.0,LOW,1202633225,3200000,4
2025-05-04,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,354.2,21.7,0.0,17.7,10,200,1.77,17.7,14.0,100.0,LOW,1133295889,3200000,4
2025-05-05,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,408.3,19.6,73.8,20.4,10,200,2.04,20.4,14.0,100.0,LOW,1306615536,3200000,4
2025-05-06,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,565.0,22.4,179.1,28.2,10,200,2.82,28.2,14.0,100.0,LOW,1807856756,3200000,4
2025-05-07,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,626.1,18.8,79.9,31.3,10,200,3.13,31.3,14.0,100.0,LOW,2003527252,3200000,4
2025-05-08,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,608.4,17.7,0.0,30.4,10,200,3.04,30.4,14.0,100.0,LOW,1946864382,3200000,4
2025-05-09,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,591.4,17.0,0.0,29.6,10,200,2.96,29.6,14.0,100.0,LOW,1892621197,3200000,4
2025-05-10,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,572.0,19.5,0.0,28.6,10,200,2.86,28.6,14.0,100.0,LOW,1830276897,3200000,4
2025-05-11,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,552.1,19.9,0.0,27.6,10,200,2.76,27.6,14.0,100.0,LOW,1766724887,3200000,4
2025-05-12,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,606.3,23.3,77.4,30.3,10,200,3.03,30.3,14.0,100.0,LOW,1940040146,3200000,4
2025-05-13,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,583.9,22.4,0.0,29.2,10,200,2.92,29.2,14.0,100.0,LOW,1868422934,3200000,4
2025-05-14,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,567.1,16.8,0.0,28.4,10,200,2.84,28.4,14.0,100.0,LOW,1814726567,3200000,4
2025-05-15,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,545.5,21.6,0.0,27.3,10,200,2.73,27.3,14.0,100.0,LOW,1745448022,3200000,4
2025-05-16,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,526.0,19.4,0.0,26.3,10,200,2.63,26.3,14.0,100.0,LOW,1683250366,3200000,4
2025-05-17,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,톤,509.1,16.9,0.0,25.5,10,200,2.55,25.5,14.0,100.0,LOW,1629016961,3200000,4
2025-02-17,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,187.2,7.1,0.0,23.4,10,80,2.34,23.4,14.0,100.0,LOW,1778120001,9500000,4
2025-02-18,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,178.6,8.6,0.0,22.3,10,80,2.23,22.3,14.0,100.0,LOW,1696734567,9500000,4
2025-02-19,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,169.6,9.0,0.0,21.2,10,80,2.12,21.2,14.0,100.0,LOW,1611115679,9500000,4
2025-02-20,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,162.2,7.4,0.0,20.3,10,80,2.03,20.3,14.0,100.0,LOW,1540804639,9500000,4
2025-02-21,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,152.6,9.5,0.0,19.1,10,80,1.91,19.1,14.0,100.0,LOW,1450154706,9500000,4
2025-02-22,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,191.6,6.9,45.9,24.0,10,80,2.4,24.0,14.0,100.0,LOW,1820248012,9500000,4
2025-02-23,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,184.6,7.0,0.0,23.1,10,80,2.31,23.1,14.0,100.0,LOW,1753628610,9500000,4
2025-02-24,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,176.8,7.8,0.0,22.1,10,80,2.21,22.1,14.0,100.0,LOW,1679740188,9500000,4
2025-02-25,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,169.6,7.2,0.0,21.2,10,80,2.12,21.2,14.0,100.0,LOW,1611427389,9500000,4
2025-02-26,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,162.2,7.5,0.0,20.3,10,80,2.03,20.3,14.0,100.0,LOW,1540490126,9500000,4
2025-02-27,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,155.1,7.1,0.0,19.4,10,80,1.94,19.4,14.0,100.0,LOW,1473445923,9500000,4
2025-02-28,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,146.2,8.9,0.0,18.3,10,80,1.83,18.3,14.0,100.0,LOW,1388786123,9500000,4
2025-03-01,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,137.3,8.9,0.0,17.2,10,80,1.72,17.2,14.0,100.0,LOW,1304243848,9500000,4
2025-03-02,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,127.7,9.6,0.0,16.0,10,80,1.6,16.0,14.0,100.0,LOW,1213336850,9500000,4
2025-03-03,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,197.1,9.3,78.7,24.6,10,80,2.46,24.6,14.0,100.0,LOW,1872548476,9500000,4
2025-03-04,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,190.4,6.7,0.0,23.8,10,80,2.38,23.8,14.0,100.0,LOW,1808613587,9500000,4
2025-03-05,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,182.2,8.2,0.0,22.8,10,80,2.28,22.8,14.0,100.0,LOW,1730926526,9500000,4
2025-03-06,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,175.1,7.1,0.0,21.9,10,80,2.19,21.9,14.0,100.0,LOW,1663911532,9500000,4
2025-03-07,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,166.8,8.3,0.0,20.9,10,80,2.09,20.9,14.0,100.0,LOW,1584704859,9500000,4
2025-03-08,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,158.4,8.4,0.0,19.8,10,80,1.98,19.8,14.0,100.0,LOW,1504731565,9500000,4
2025-03-09,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,151.5,6.9,0.0,18.9,10,80,1.89,18.9,14.0,100.0,LOW,1439555731,9500000,4
2025-03-10,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,205.1,9.4,63.0,25.6,10,80,2.56,25.6,14.0,100.0,LOW,1948784114,9500000,4
2025-03-11,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,257.2,7.9,59.9,32.2,10,80,3.22,32.2,14.0,100.0,LOW,2443408414,9500000,4
2025-03-12,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,248.5,8.7,0.0,31.1,10,80,3.11,31.1,14.0,100.0,LOW,2361213128,9500000,4
2025-03-13,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,240.7,7.8,0.0,30.1,10,80,3.01,30.1,14.0,100.0,LOW,2286712259,9500000,4
2025-03-14,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,266.4,8.1,33.7,33.3,10,80,3.33,33.3,14.0,100.0,LOW,2530540721,9500000,4
2025-03-15,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,259.6,6.8,0.0,32.4,10,80,3.24,32.4,14.0,100.0,LOW,2466181913,9500000,4
2025-03-16,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,252.5,7.1,0.0,31.6,10,80,3.16,31.6,14.0,100.0,LOW,2398904129,9500000,4
2025-03-17,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,243.6,8.9,0.0,30.5,10,80,3.05,30.5,14.0,100.0,LOW,2314626178,9500000,4
2025-03-18,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,237.1,6.6,0.0,29.6,10,80,2.96,29.6,14.0,100.0,LOW,2252291314,9500000,4
2025-03-19,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,227.7,9.4,0.0,28.5,10,80,2.85,28.5,14.0,100.0,LOW,2163028793,9500000,4
2025-03-20,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,220.6,7.1,0.0,27.6,10,80,2.76,27.6,14.0,100.0,LOW,2095526089,9500000,4
2025-03-21,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,211.8,8.8,0.0,26.5,10,80,2.65,26.5,14.0,100.0,LOW,2012248079,9500000,4
2025-03-22,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,203.8,8.0,0.0,25.5,10,80,2.55,25.5,14.0,100.0,LOW,1936307651,9500000,4
2025-03-23,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,266.8,9.2,72.2,33.4,10,80,3.34,33.4,14.0,100.0,LOW,2534671958,9500000,4
2025-03-24,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,257.8,9.0,0.0,32.2,10,80,3.22,32.2,14.0,100.0,LOW,2449027488,9500000,4
2025-03-25,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,248.2,9.6,0.0,31.0,10,80,3.1,31.0,14.0,100.0,LOW,2357941115,9500000,4
2025-03-26,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,239.7,8.5,0.0,30.0,10,80,3.0,30.0,14.0,100.0,LOW,2276752579,9500000,4
2025-03-27,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,231.2,8.5,0.0,28.9,10,80,2.89,28.9,14.0,100.0,LOW,2196071158,9500000,4
2025-03-28,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,246.7,9.3,24.9,30.8,10,80,3.08,30.8,14.0,100.0,LOW,2343973531,9500000,4
2025-03-29,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,240.1,6.6,0.0,30.0,10,80,3.0,30.0,14.0,100.0,LOW,2280828318,9500000,4
2025-03-30,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,232.3,7.8,0.0,29.0,10,80,2.9,29.0,14.0,100.0,LOW,2207115264,9500000,4
2025-03-31,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,224.0,8.3,0.0,28.0,10,80,2.8,28.0,14.0,100.0,LOW,2128233246,9500000,4
2025-04-01,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,214.8,9.2,0.0,26.8,10,80,2.68,26.8,14.0,100.0,LOW,2040530331,9500000,4
2025-04-02,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,207.5,7.3,0.0,25.9,10,80,2.59,25.9,14.0,100.0,LOW,1971117866,9500000,4
2025-04-03,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,199.4,8.0,0.0,24.9,10,80,2.49,24.9,14.0,100.0,LOW,1894704090,9500000,4
2025-04-04,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,192.1,7.3,0.0,24.0,10,80,2.4,24.0,14.0,100.0,LOW,1825042620,9500000,4
2025-04-05,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,185.0,7.1,0.0,23.1,10,80,2.31,23.1,14.0,100.0,LOW,1757973611,9500000,4
2025-04-06,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,175.9,9.2,0.0,22.0,10,80,2.2,22.0,14.0,100.0,LOW,1670871733,9500000,4
2025-04-07,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,169.4,6.5,0.0,21.2,10,80,2.12,21.2,14.0,100.0,LOW,1609007492,9500000,4
2025-04-08,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,160.2,9.2,0.0,20.0,10,80,2.0,20.0,14.0,100.0,LOW,1521646316,9500000,4
2025-04-09,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,152.2,8.0,0.0,19.0,10,80,1.9,19.0,14.0,100.0,LOW,1445663590,9500000,4
2025-04-10,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,143.3,8.9,0.0,17.9,10,80,1.79,17.9,14.0,100.0,LOW,1361030374,9500000,4
2025-04-11,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,134.4,8.9,0.0,16.8,10,80,1.68,16.8,14.0,100.0,LOW,1276363404,9500000,4
2025-04-12,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,126.1,8.3,0.0,15.8,10,80,1.58,15.8,14.0,100.0,LOW,1197620331,9500000,4
2025-04-13,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,183.5,6.5,63.9,22.9,10,80,2.29,22.9,14.0,100.0,LOW,1743254392,9500000,4
2025-04-14,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,177.1,6.4,0.0,22.1,10,80,2.21,22.1,14.0,100.0,LOW,1682105021,9500000,4
2025-04-15,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,170.3,6.8,0.0,21.3,10,80,2.13,21.3,14.0,100.0,LOW,1617903850,9500000,4
2025-04-16,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,160.9,9.4,0.0,20.1,10,80,2.01,20.1,14.0,100.0,LOW,1528450898,9500000,4
2025-04-17,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,151.8,9.0,0.0,19.0,10,80,1.9,19.0,14.0,100.0,LOW,1442525661,9500000,4
2025-04-18,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,145.4,6.4,0.0,18.2,10,80,1.82,18.2,14.0,100.0,LOW,1381483543,9500000,4
2025-04-19,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,137.2,8.2,0.0,17.2,10,80,1.72,17.2,14.0,100.0,LOW,1303860785,9500000,4
2025-04-20,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,130.6,6.6,0.0,16.3,10,80,1.63,16.3,14.0,100.0,LOW,1240731056,9500000,4
2025-04-21,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,123.5,7.1,0.0,15.4,10,80,1.54,15.4,14.0,100.0,LOW,1173362829,9500000,4
2025-04-22,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,115.1,8.4,0.0,14.4,10,80,1.44,14.4,14.0,100.0,LOW,1093343444,9500000,4
2025-04-23,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,107.9,7.1,0.0,13.5,10,80,1.35,13.5,13.5,96.4,LOW,1025497223,9500000,4
2025-04-24,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,101.3,6.6,0.0,12.7,10,80,1.27,12.7,12.7,90.4,LOW,962336944,9500000,4
2025-04-25,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,93.2,8.1,0.0,11.7,10,80,1.17,11.7,11.7,83.2,LOW,885680322,9500000,4
2025-04-26,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,85.7,7.5,0.0,10.7,10,80,1.07,10.7,10.7,76.5,LOW,814398967,9500000,4
2025-04-27,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,79.3,6.4,0.0,9.9,10,80,0.99,9.9,9.9,70.8,MEDIUM,753196135,9500000,4
2025-04-28,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,71.6,7.7,0.0,8.9,10,80,0.89,8.9,8.9,63.9,MEDIUM,679898890,9500000,4
2025-04-29,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,63.6,8.0,0.0,8.0,10,80,0.8,8.0,8.0,56.8,MEDIUM,604221846,9500000,4
2025-04-30,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,54.4,9.2,0.0,6.8,10,80,0.68,6.8,6.8,48.6,MEDIUM,517187485,9500000,4
2025-05-01,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,47.1,7.3,0.0,5.9,10,80,0.59,5.9,5.9,42.0,MEDIUM,447365169,9500000,4
2025-05-02,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,39.4,7.7,0.0,4.9,10,80,0.49,4.9,4.9,35.1,HIGH,373973461,9500000,4
2025-05-03,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,32.6,6.8,0.0,4.1,10,80,0.41,4.1,4.1,29.1,HIGH,309480001,9500000,4
2025-05-04,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,59.1,6.8,33.3,7.4,10,80,0.74,7.4,7.4,52.8,MEDIUM,561887514,9500000,4
2025-05-05,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,52.0,7.2,0.0,6.5,10,80,0.65,6.5,6.5,46.4,MEDIUM,493678138,9500000,4
2025-05-06,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,43.2,8.8,0.0,5.4,10,80,0.54,5.4,5.4,38.5,MEDIUM,410096668,9500000,4
2025-05-07,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,35.4,7.7,0.0,4.4,10,80,0.44,4.4,4.4,31.6,HIGH,336688699,9500000,4
2025-05-08,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,26.9,8.6,0.0,3.4,10,80,0.34,3.4,3.4,24.0,HIGH,255247753,9500000,4
2025-05-09,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,19.8,7.1,0.0,2.5,10,80,0.25,2.5,2.5,17.7,CRITICAL,188256272,9500000,4
2025-05-10,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,74.6,8.2,63.0,9.3,10,80,0.93,9.3,9.3,66.6,MEDIUM,708569535,9500000,4
2025-05-11,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,66.6,8.0,0.0,8.3,10,80,0.83,8.3,8.3,59.5,MEDIUM,632700140,9500000,4
2025-05-12,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,57.1,9.5,0.0,7.1,10,80,0.71,7.1,7.1,50.9,MEDIUM,542094899,9500000,4
2025-05-13,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,48.2,8.8,0.0,6.0,10,80,0.6,6.0,6.0,43.0,MEDIUM,458044950,9500000,4
2025-05-14,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,38.8,9.4,0.0,4.8,10,80,0.48,4.8,4.8,34.6,HIGH,368321112,9500000,4
2025-05-15,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,29.6,9.1,0.0,3.7,10,80,0.37,3.7,3.7,26.5,HIGH,281458921,9500000,4
2025-05-16,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,20.4,9.2,0.0,2.5,10,80,0.25,2.5,2.5,18.2,CRITICAL,193736080,9500000,4
2025-05-17,RM-CPR-01,전해동판 (Copper Cathode),비철금속,톤,11.2,9.2,0.0,1.4,10,80,0.14,1.4,1.4,10.0,CRITICAL,106136551,9500000,4
2025-02-17,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,218.6,4.9,0.0,43.7,21,105,2.08,43.7,14.0,100.0,LOW,9837468937,45000000,7
2025-02-18,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,214.4,4.3,0.0,42.9,21,105,2.04,42.9,14.0,100.0,LOW,9646004159,45000000,7
2025-02-19,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,209.3,5.0,0.0,41.9,21,105,1.99,41.9,14.0,100.0,LOW,9420053598,45000000,7
2025-02-20,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,242.0,5.0,37.7,48.4,21,105,2.31,48.4,14.0,100.0,LOW,10891707016,45000000,7
2025-02-21,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,238.0,4.0,0.0,47.6,21,105,2.27,47.6,14.0,100.0,LOW,10710311267,45000000,7
2025-02-22,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,233.9,4.1,0.0,46.8,21,105,2.23,46.8,14.0,100.0,LOW,10526532578,45000000,7
2025-02-23,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,228.4,5.5,0.0,45.7,21,105,2.18,45.7,14.0,100.0,LOW,10279655239,45000000,7
2025-02-24,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,222.5,6.0,0.0,44.5,21,105,2.12,44.5,14.0,100.0,LOW,10011301579,45000000,7
2025-02-25,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,216.5,6.0,0.0,43.3,21,105,2.06,43.3,14.0,100.0,LOW,9742271981,45000000,7
2025-02-26,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,212.4,4.1,0.0,42.5,21,105,2.02,42.5,14.0,100.0,LOW,9558416601,45000000,7
2025-02-27,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,207.0,5.5,0.0,41.4,21,105,1.97,41.4,14.0,100.0,LOW,9312785474,45000000,7
2025-02-28,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,202.2,4.7,0.0,40.4,21,105,1.93,40.4,14.0,100.0,LOW,9099082238,45000000,7
2025-03-01,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,197.5,4.7,0.0,39.5,21,105,1.88,39.5,14.0,100.0,LOW,8887587193,45000000,7
2025-03-02,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,191.8,5.7,0.0,38.4,21,105,1.83,38.4,14.0,100.0,LOW,8632764100,45000000,7
2025-03-03,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,203.3,5.3,16.7,40.7,21,105,1.94,40.7,14.0,100.0,LOW,9147520939,45000000,7
2025-03-04,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,198.1,5.2,0.0,39.6,21,105,1.89,39.6,14.0,100.0,LOW,8915229580,45000000,7
2025-03-05,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,193.1,5.0,0.0,38.6,21,105,1.84,38.6,14.0,100.0,LOW,8688332993,45000000,7
2025-03-06,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,227.5,5.5,40.0,45.5,21,105,2.17,45.5,14.0,100.0,LOW,10238414316,45000000,7
2025-03-07,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,222.7,4.8,0.0,44.5,21,105,2.12,44.5,14.0,100.0,LOW,10023618501,45000000,7
2025-03-08,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,254.2,4.8,36.2,50.8,21,105,2.42,50.8,14.0,100.0,LOW,11436974055,45000000,7
2025-03-09,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,249.3,4.9,0.0,49.9,21,105,2.37,49.9,14.0,100.0,LOW,11217989375,45000000,7
2025-03-10,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,244.2,5.1,0.0,48.8,21,105,2.33,48.8,14.0,100.0,LOW,10989241197,45000000,7
2025-03-11,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,239.4,4.8,0.0,47.9,21,105,2.28,47.9,14.0,100.0,LOW,10771893788,45000000,7
2025-03-12,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,234.2,5.2,0.0,46.8,21,105,2.23,46.8,14.0,100.0,LOW,10538928344,45000000,7
2025-03-13,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,228.5,5.7,0.0,45.7,21,105,2.18,45.7,14.0,100.0,LOW,10281392110,45000000,7
2025-03-14,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,223.0,5.5,0.0,44.6,21,105,2.12,44.6,14.0,100.0,LOW,10034274306,45000000,7
2025-03-15,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,218.7,4.3,0.0,43.7,21,105,2.08,43.7,14.0,100.0,LOW,9842245754,45000000,7
2025-03-16,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,212.8,5.9,0.0,42.6,21,105,2.03,42.6,14.0,100.0,LOW,9575980949,45000000,7
2025-03-17,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,207.7,5.1,0.0,41.5,21,105,1.98,41.5,14.0,100.0,LOW,9347988323,45000000,7
2025-03-18,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,203.3,4.5,0.0,40.7,21,105,1.94,40.7,14.0,100.0,LOW,9147734554,45000000,7
2025-03-19,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,198.4,4.9,0.0,39.7,21,105,1.89,39.7,14.0,100.0,LOW,8926054230,45000000,7
